,title,rating,calories,sodium,fat,protein,price,cooking_time,personal_rating,ingredients,keywords
44,Easy Lamb Tagine with Pomegranate ,4.5,640.0,573.0,49.0,39.0,4.26,120.0,"[['gumboboy from Rochester NY ', 5], ['pghgrl from brooklyn, ny ', 4], ['mbingham from London  ', 5], ['simplyseattle ', 2], ['haneye from Seattle, WA ', 5], ['ebluth from Chicago ', 5], ['mdfleetwo ', 2], ['georgiabrown from NYC ', 5], ['jackesler from Toronto, ON ', 5], ['megan_oconnell from Kinsale, Ireland ', 5]]","1 teaspoon ground cumin 1 tablespoon mint leaves, coarsely chopped 2 cups low-sodium chicken broth 3 garlic cloves, finely chopped 2 tablespoons pomegranate arils 4 pounds boneless lamb shoulder, trimmed, cut into 1"" cubes 1 cup pomegranate juice 3/4 teaspoon ground ginger 1 teaspoon ground coriander 1 3/4 teaspoons kosher salt, plus more 3/4 teaspoon freshly ground black pepper, plus more 2 tablespoons parsley or cilantro leaves, coarsely chopped 1 teaspoon paprika 1 medium onion, grated 3/4 teaspoon ground cinnamon",braise wheat/gluten-free new year's eve coriander stew pomegranate moroccan dinner lamb pomegranate juice cumin web cilantro mint
45,Sheet-Pan Pasta Bake with Chicken and Kale ,4.0,725.0,801.0,34.0,46.0,12.659,35.0,"[['ireneewright from chicago ', 2], ['rmbarr from Brooklyn ', 5], ['khjaco from Indy ', 4], ['moc29 from CT ', 4], ['sarahlecroy from Asheville  ', 2], ['johnboy112676895 ', 3], ['Heymutha@gmail.com from Newport Beach, CA. ', 5], ['branson1976 from Durham, NC ', 5], ['remicube from Northern California ', 5], ['ilexiou from Edmonds, WA ', 5], ['skrist01 from Ohio ', 2], ['jennkdavis from Bernau, Germany ', 4], ['stephaniebeckner from VA ', 5], ['jennyfeldmanlarocque from New York, NY ', 5], ['mura from BBrB ', 5], ['branson1976 from Durham, NC ', 5], ['rainblossom82 from Washington ', 3], ['shaz_cooks from NYC ', 4], ['jlelliott from Madison, WI ', 5], ['lleslieanderson from SF Bay Area ', 2], ['scoutandlilah from Boston ', 5], ['laurenw2 from Seattle ', 4], ['laurenw2 from Seattle ', 4], ['olivia_m_weakley from Elizabethton, KY ', 2], ['thompsonae from pittsburgh, pa ', 3]]","4 tablespoons olive oil, divided 1 cup sour cream or crème fraîche Kosher salt 1 pint cherry tomatoes, halved 4 cups shredded cooked chicken (from 1 [2 1/2-pound] rotisserie chicken) 3/4 teaspoon freshly ground black pepper, divided 12 ounces short pasta, such as gemelli or penne 1 tablespoon Dijon mustard 1 bunch curly kale, ribs and stems removed, torn into bite-sized pieces 1 1/2 cups shredded mozzarella (about 6 ounces), divided 1 cup grated Parmesan (about 3 ounces), divided 1 cup panko (Japanese breadcrumbs)",30 days of groceries cheese tomato quick & easy web mozzarella dinner pasta chicken sheet-pan dinner kale
46,Slow-Cooker White Chicken Chili ,4.0,572.0,1592.0,10.0,53.0,8.078999999999999,255.0,"[['lolacohen from Bellevue WA ', 3], ['mertracy2348 from Baltimore,  MD ', 5], ['constarcx ', 4], ['keberle47 from LA ', 3], ['susanpohl3445 from Houston  ', 5], ['KM0108 from New York NY ', 5], ['ecse from Sauk Centre, MN ', 4], ['Britamux from Minneapolis, MN ', 2], ['jhc4631 from Portland, OR ', 5], ['jabgraham4049 from Mississippi ', 5], ['jasminestar552087 from Oakland, CA ', 4], ['miriamg from Los Angeles, CA ', 5], ['sunandsand from Sanibel FL ', 5], ['jellis14 from Arlington, MA ', 5], ['kevin_cantwell from Brooklyn, NY ', 5], ['jediw from Bay Area ', 2], ['nellerengaw from Rochester NY ', 4], ['lecknox from SF Bay Area ', 5], ['michealmein from Phoenix  ', 5], ['nancyellen90041 from Los Angeles, CA ', 3], ['jshenton from NJ ', 2], ['mel_m from Queens, NY ', 5], ['alicia_beacom from Pittsburgh, PA ', 3], ['wjvine from Salt Spring Island, BC ', 4], ['jeh_paix from SF Bay Area, Calif ', 5]]","2 pounds boneless, skinless chicken thighs 4 garlic cloves, finely chopped 1 medium jalapeño, seeded, finely chopped 6 cups homemade chicken stock or low-sodium chicken broth 1 1/2 large onions, finely chopped 2 (4-ounce) cans diced green chiles, preferably ""fire-roasted"" A 6-quart (or larger) slow cooker; a resealable gallon-size freezer bag; a resealable quart-size freezer bag (if freezing) 2 teaspoons ground cumin 1 1/2 cups frozen corn, preferably ""fire-roasted"" Sour cream, cilantro, lime wedges, and cornbread (for serving) 1 teaspoon ground coriander 3 teaspoons kosher salt, plus more 1/2 teaspoon freshly ground pepper, preferably white, plus more 3 (15-ounce) cans white beans, preferably cannellini, white kidney, or Great Northern, drained, rinsed",stew freezer food chile pepper dinner soup/stew web bean chili chicken winter
47,The Winterized Penicillin ,4.0,959.0,13.0,0.0,1.0,0.0,60.0,"[['114Italianate from Johnstown, NY ', 5], ['theresa0420 from Fleming island, Florida  ', 5], ['gall from Mission Hills, KS ', 5], ['cynmchugh53 from La Mesa, CA ', 4], ['samhanlj from FL ', 5], ['malsie from Baltimore, MD ', 4], ['justin_hughey ', 2], ['rvbaski from Richmond, VA ', 5], ['elsaf from Detroit, MI ', 2], ['jrsebestyen from Boston, MA ', 1], ['vgerin from Kanfen, France ', 1], ['vgerin from Kanfen, France ', 1], ['sudsontop from Fernandina Beach, FL ', 1]]","3/4 cup honey 2 ounces blended scotch 1 (6"") piece fresh ginger, unpeeled, thinly sliced 1 ounce fresh grapefruit juice 1/2 ounce single malt scotch (such as Laphroaig)",house cocktail grapefruit drinks cocktail web drink whiskey winter
48,Black-Eyed Peas With Chard and Green Herb Smash ,5.0,245.0,571.0,13.0,8.0,9.75,20.0,"[['kelli_doty from Califonia ', 5], ['rion999 from Livermore, Ca ', 5], ['splashowl ', 5], ['susanp130659 from Ellensburg ', 5], ['birgitlh from Philadelphia, PA ', 4], ['ellenrls from Baltimore ', 5], ['adamonte from San Francisco, CA ', 5], ['nmura from Glenview, IL ', 5], ['bas614 from Boston ', 5], ['kilpatrich2 from Denver, CO ', 5], ['lizgoldsmith1960 from Lincoln, Ma ', 5], ['ceceliafemenella12 from Ny ', 5], ['rehana6120 ', 5], ['guytonkristi from Ohio ', 5], ['little_bluestem from Altnata, GA ', 5], ['thistletree from San Francisco, California ', 5], ['photon99 ', 5], ['photon99 from Park City, UT ', 5], ['jleehoffman from Maryland ', 5], ['kmt7139 from Dallas ', 4], ['dsarosik1 from Tahoe ', 5], ['pandjdmura from Glendale AZ ', 5], ['7677chapman from Denver ', 2], ['sweepea ', 5], ['supershep from Reno, NV ', 5]]","1 leek 1 ounce/30 g shelled walnuts Juice of 1/2 a lemon 1 teaspoon vegetable stock powder or 1/2 stock cube 1 tablespoon good olive oil 2 cloves garlic 1/2 unwaxed lemon Sea salt and freshly ground pepper 1 tablespoon coconut oil or olive oil 1 tablespoon runny honey or maple syrup 1 (14-ounce/400-g) can black-eyed peas A good grating of nutmeg 7 ounces/200 g bunch Swiss or rainbow chard 2 green chiles Rice or flatbreads, to serve (optional) A large bunch of cilantro A good pinch of chile powder or chopped dried chile",wheat/gluten-free vegan pea chard english vegetarian stew soup/stew web dinner british cilantro walnut
49,Korean Fried Chicken ,4.5,1032.0,1592.0,67.0,51.0,6.429,65.0,"[['moongirl721 from New Troy, Michigan ', 4], ['cherubae ', 4], ['ps826@att.net from NJ transplant to San Antonio TX ', 5], ['loriltx from Houston ', 5], ['loriltx from Houston ', 5], ['millerhaus from seattle WA ', 5], ['Trip365 from NYC ', 5], ['jamesblake from Sacramento, CA ', 5], ['djmeeker from Saranac Lake, NY ', 4], ['thomshap from SE CT ', 5], ['wokandwollben from Seatown ', 5], ['rnicolls from Calgary, Ab ', 4]]","1/2 cup unbleached all-purpose flour A deep-fry thermometer 2 pounds boneless, skinless chicken thighs, quartered Freshly ground black pepper 1/2 cup cornstarch Vegetable or canola oil (for frying; about 2 quarts) 1 teaspoon baking powder 1/2 cup vodka 1 tablespoon finely chopped peeled fresh ginger 2 scallions, white and green parts separated, thinly sliced 1 tablespoon light brown sugar 2 teaspoons sesame seeds 1 tablespoon toasted sesame oil 1/2 cup gochujang (Korean hot pepper paste) 2 teaspoons kosher salt",korean chicken green onion/scallion appetizer sesame oil ginger web dinner asian fry vodka
50,Sheet-Pan Roasted Squash and Feta Salad ,4.0,525.0,679.0,40.0,12.0,11.36,40.0,"[['alanna_russell from LA, CA ', 4], ['landre from Milwaukee, WI ', 2], ['mainers ', 3], ['tomkennit from Canada ', 4], ['lnp515 from NYC ', 5], ['forevagreenearth from Chicago, IL ', 5], ['scootermom ', 5], ['jansan1 from Orange County, CA. ', 5]]","1½ tsp. kosher salt, divided 1 large or 2 small acorn or delicata squash (about 1½ lb. total), halved lengthwise, seeded, cut into ¼"" slices ¼ tsp. freshly ground black pepper ¼ cup sherry or red wine vinegar 1 head of radicchio or ½ head of escarole, leaves separated, torn into large pieces ½ lb. Greek feta, cut into 1"" cubes Aleppo-style pepper (for serving; optional) ½ cup extra-virgin olive oil, divided 1 tsp. honey 4 slices country bread, cut into 1"" cubes (about 4 cups) 1 tsp. thyme leaves",squash thyme radicchio one-pot meal vinegar fall quick & easy sheet-pan dinner escarole feta sheet pan dinner web bread honey
51,Ricotta-Pumpkin Gnocchi with Brown Butter ,3.5,711.0,1104.0,48.0,21.0,14.760000000000002,60.0,"[['skhercules ', 3], ['kundwild from Walpole, MA ', 2], ['angelmehta from Chicago, Chicago ', 4], ['sanfranfreddie from San FranciscoSan Francisco ', 3], ['EAlmquist from North Andover, MA ', 3], ['meg28 from Baltimore, MD ', 5], ['linahannigan from Alameda, CA ', 3], ['viking_kitten from Boston area ', 4], ['HMalbec from Montreal, QC ', 3], ['sunipa85 from Austin, TX ', 3], ['carolmacri from Pennsylvania ', 5]]","2 large egg yolks 1/2 teaspoon ground nutmeg 1/2 cup finely grated (about 1 1/4 ounces) plus 1/4 cup shaved Parmesan, divided 1 cup all-purpose flour A pastry bag with a 1"" round tip; butcher's twine 6 garlic cloves, divided 1/2 teaspoon ground cinnamon 1 1/8 teaspoons freshly ground black pepper, divided, plus more 2 tablespoons pine nuts 1 medium delicata squash (about 1 3/4 pounds), halved lengthwise, seeded, sliced crosswise into 1/4""-thick half-moons 2 1/4 teaspoons kosher salt, divided, plus more 1/2 cup (1 stick) unsalted butter 1 cup canned pumpkin purée Vegetable oil (for greasing) 1/2 pound broccolini, trimmed, cut in half lengthwise, then crosswise 1 cup drained whole-milk ricotta (about 1/2 pound)","pine nut ricotta broccoli vegetarian fall no meat, no problem web dinner pasta squash pumpkin"
52,Stuffed Sweet Potatoes with Curried Chickpeas and Mushrooms ,3.5,652.0,1364.0,24.0,22.0,11.348,40.0,"[['tori_ellen_g_k from New Zealand ', 4], ['mborts from St. Louis ', 5], ['germangirlheidi from Park Ridge, IL ', 5], ['birgitlh from Philadelphia, PA ', 4], ['amerikanerin from Ann Arbor, MI ', 3], ['alyssakate01 from Nantucket, MA ', 4], ['knotfun11 from Fort Worth, tx ', 2], ['bjml54581 from Chicago, IL ', 5], ['blsteil ', 2], ['alansubo ', 4], ['tracielo from Calgary ', 2], ['pfs2h from Charlotteville, VA ', 2]]","2 teaspoons curry powder 4 medium sweet potatoes (about 9 ounces each) 2 limes 1/2 cup coarsely chopped cilantro, plus whole leaves for serving 1/2 cup Greek-style plain full- or low-fat yogurt 5 tablespoons olive oil, divided 2 (15-ounce) cans chickpeas, drained, rinsed, patted dry 1/2 teaspoon ground cumin 8 ounces button mushrooms, quartered (about 3 1/2 cups) 1 1/2 teaspoons kosher salt, divided 5 ounces baby spinach (about 4 packed cups)",indian sweet potato/yam small plates lime back to school vegetarian spinach mushroom chickpea dinner yogurt web curry cilantro
53,Meatball Frittata with Mozzarella and Tomatoes ,1.0,422.0,532.0,31.0,30.0,5.68,20.0,[],"4 ounces mozzarella, preferably fresh, cut into 1/2-inch chunks 1 tablespoon olive oil 1 cup grape or cherry tomatoes, cut in half 8 eggs Green salad, to serve 2 garlic cloves, sliced 2 tablespoons slivered basil leaves 2 tablespoons grated Parmigiano- Reggiano Fine sea salt and freshly ground black pepper to taste 1/2 pound cooked meatballs, cut in half if more than 1 inch in diameter",soy free frittata parmesan tomato tree nut free harpercollins web dinner leftovers mozzarella tomatillo peanut free meatball egg
54,Simplest Kale Salad ,5.0,307.0,289.0,27.0,12.0,9.08,30.0,"[['lizardgizzard from Oklahoma  ', 5], ['andreab2 from Los Angeles, CA ', 5]]","6 Tbsp. fresh lemon juice 6 Tbsp. extra-virgin olive oil 2 oz. Parmesan, finely grated (about 1 cup), plus more for serving 1 Tbsp. honey 1 tsp. kosher salt 2 bunches curly kale (about 1 lb.), rinsed, ribs and stems removed, leaves torn into 1""–1 1/2"" pieces",wheat/gluten-free kid-friendly lemon juice small plates quick and healthy cheese parmesan quick & easy web side italian salad honey kale
55,Quiche Sardou ,4.5,2887.0,2691.0,205.0,63.0,12.076,120.0,"[['CookBot from Carolinas ', 4], ['wbesser from Memphis, TN ', 5], ['raneylorene from Bergamo, Italy ', 4], ['phaehn007 from San Diego, CA ', 1], ['Dendogs from Los Angeles ', 1], ['kellymcilwrath1 from Alliston, Ontario ', 1], ['suzan22 from Seattl, WA ', 1], ['gracefullikeagazelle from Toronto, ON ', 1], ['didicooks2 from Paris, France ', 5], ['jacy729 from LI New York  ', 4], ['i_fortuna from Texas ', 4]]","1 1/4 cups all-purpose flour, plus more for surface 1/2 cup (1 stick) chilled unsalted butter, cut into cubes 1 medium onion, thinly sliced 1 teaspoon kosher salt 1/8 teaspoon kosher salt 1/2 cup frozen artichoke hearts, thawed, coarsely chopped 1/2 teaspoon freshly ground black pepper 4 large eggs 2 tablespoons unsalted butter 2/3 cup heavy cream 1 large egg yolk 2/3 cup whole milk A 9-9 1/2-inch round fluted tart pan (1 inch deep) with removable bottom; pie weights or raw rice 5 ounces baby spinach (about 4 packed cups)",milk/cream kid-friendly breakfast soy free small plates no sugar added sugar conscious tree nut free spinach vegetarian kosher web peanut free artichoke kidney friendly egg quiche pescatarian
56,Easy Beef Lo Mein ,4.0,688.0,1668.0,25.0,48.0,14.51,22.0,"[['luther1 from Flowood, MS ', 5], ['Yummy2Cookie from Phoenix ', 3], ['jackhb from Baltimore, MD ', 4], ['ktredwine from Coleman, MI ', 3], ['contessacocina from Santa Fe, NM ', 4], ['mdsmya1 from Marin County, Nor Cal ', 4], ['redpop4 from Metairie, LA ', 4], ['keilcpa from Detroit ', 4], ['cookin905 from Ontario, Canada ', 3], ['lovestoputter ', 4], ['wgbrow from wdddddcgrrgf ', 2], ['deminicae from Chicago, IL ', 3], ['ddgaks from NC ', 4], ['rvega2010 from Chicago  ', 5], ['crabtownc from Annapolis, MD ', 2], ['memoirdesign from Chicago, Illinois ', 4], ['agaba from Kansas City, MO ', 5], ['cookinglamb ', 3], ['kl487582 from New York ', 3], ['mdpedsconsu from Ellicott City, MD ', 5], ['bwarren_p from Canada, SJ ', 5], ['thirstychicken from Minneapolis  ', 3], ['jakesjag from Indianapolis, IN ', 5], ['limabeen from NY ', 4], ['calipuppy from Minneapolis, Mn. ', 5]]","2 large garlic cloves, pressed with a garlic press or finely chopped 1/4 cup rice wine vinegar 3 tablespoons honey 1/4 cup low-sodium soy sauce 2 tablespoons plus 1 teaspoon toasted sesame oil, divided 8 ounces snow peas 1 1/2 teaspoons finely grated ginger 1 medium red bell pepper, cut into 1/4""-thick strips 1/2 cup oyster sauce 3 scallions, thinly sliced, divided 8 ounces lo mein noodles or spaghetti 1/2 teaspoon freshly ground black pepper, plus more 1 1/2 pounds flank steak, chilled 1/2 teaspoon kosher salt, plus more",pepper takeout at home soy sauce 22-minute meals pea lunar new year ginger web chinese dinner beef noodle
57,"Dill-Crusted Pork Tenderloin with Farro, Pea, and Blistered Tomato Salad ",5.0,756.0,1041.0,32.0,51.0,9.337,35.0,"[['loriltx from Houston ', 5], ['loriltx from Houston ', 5], ['icountbyfives from Sweetwater, TN ', 5], ['mmccbf from Cincinnati, OH ', 5], ['edinan from Dallas, TX ', 5], ['haneye from Seattle, WA ', 5], ['rahappygirl from Houston, TX ', 4], ['jansan1 from Orange County, CA ', 5], ['sensorydeb from Asheville, NC ', 5], ['seattletaste from Seattle ', 5], ['reganhannah from Oakland, CA ', 5], ['fairsari from Ottawa, Ontario Canada ', 5], ['stanfdfn from Menlo Park, CA ', 5], ['railim from BC, Canada ', 5], ['vmill from New Orleans, LA ', 5], ['cynthesizer77 from Santa Clara, CA ', 5], ['sallyho1 from Saint Paul, MN ', 5], ['rlwanp from Tucson az ', 5], ['lisovska_ol from NY, NY ', 5], ['mairi from PEI, Canada ', 5], ['foodlover1948 from Brisbane, Australia ', 5], ['jeanburton2 from Albany, NY ', 5], ['rayejeanne from Boston, MA ', 5], ['MaryCook1 ', 5], ['MaryCook1 ', 5]]","1 (1 1/2-pound) pork tenderloin 5 tablespoons coarsely chopped dill, divided 3/4 cup frozen peas, thawed (about 4 ounces) 2 garlic cloves, finely chopped 1 pint cherry tomatoes 1/2 teaspoon freshly ground black pepper 3 cups (loosely packed) arugula (about 3 ounces) Flaky sea salt (optional) 2 tablespoons finely grated lemon zest, divided 1/2 cup (loosely packed) crumbled feta (about 2 ounces) 6 tablespoons olive oil, divided 2 1/2 teaspoons kosher salt, divided 3 tablespoons fresh lemon juice, divided 2 cups cooked whole farro",pork 30 days of groceries soy free no sugar added pea dill tree nut free tomato easter grains feta dinner spring peanut free pork tenderloin web
58,"Easy Green Curry with Chicken, Bell Pepper, and Sugar Snap Peas ",4.5,549.0,760.0,36.0,42.0,9.139000000000001,20.0,"[['cbradbury from Silverton, OR  ', 4], ['egarson1 from Coronado, CA ', 3], ['heathernyc from Miami, FL ', 5], ['c_thompson20 ', 4], ['lja from Weston, Fl ', 5], ['lrshaver4840 from Washington, Dc ', 5], ['ebram from Cleveland, OH ', 5], ['fairsari from Ottawa, Ontario Canada ', 5], ['priscillawestbroo from St. Louis, MO ', 5], ['lccmalone from Paris, France ', 5], ['jack121 from Houston, TX ', 3], ['sharonarankin ', 4], ['glasermd from St. Louis ', 5], ['interiordecorater from Bangalore, IN ', 5], ['halfcrazydoor5476 from Redwood City, CA ', 5], ['rbmixon from BatoBBBBb ', 5], ['Tasserlou2 from Asheville NC ', 5], ['akarabinas from Silicon Valley Geek ', 5], ['tburger250 from Kelowna, BC ', 5], ['lthomson1 from Scotland, UK ', 4], ['acyrinca from California ', 2], ['tinagail from Minneapolis ', 5], ['lindalenz from Los Angeles, CA ', 5], ['barb1016 from Washington, DC ', 2], ['mommycakes67 from Southeastern Utah ', 5]]","1/2 pound sugar snap peas, trimmed (about 2 1/2 cups) Cooked rice or rice noodles and lime wedges (for serving) 1/4 cup green curry paste 1 (14-ounce) can coconut milk 1 teaspoon kosher salt 1 red bell pepper, sliced into 1/4-inch strips 1 medium onion, sliced into 1/4-inch strips 1 tablespoon virgin coconut or canola oil 1 cup homemade chicken stock or low-sodium chicken broth 4 cups 1/2-inch cubed cooked chicken (from 1 [2 1/2-pound] rotisserie chicken) 1 1/2 teaspoons freshly grated ginger 1/4 cup basil leaves 1 tablespoon fresh lime juice 1/2 teaspoon finely grated lime zest",wheat/gluten-free soy free coconut quick & easy web sugar snap pea quick and healthy tree nut free paleo dairy free bell pepper thai dinner peanut free chicken lime juice 22-minute meals no sugar added kosher curry
59,Chickpea and Roasted Red Pepper Pantry Tagine ,1.0,504.0,621.0,15.0,17.0,6.23,20.0,[],"1 (14-oz.) can chickpeas, drained, rinsed 1 (12-oz.) jar roasted red peppers, cut into 1""–2"" pieces 1/4 cup roasted, salted pistachios (about 1.5 oz.), coarsely chopped 1 cup couscous 1/2 tsp. cayenne pepper 1 tsp. garlic powder 1 1/2 tsp. ground cumin 1 1/4 tsp. kosher salt, divided 1/2 cup dried currants (about 2.5 oz.) 1 tsp. ground cinnamon 1 tsp. ground turmeric 2 Tbsp. extra-virgin olive oil 1 tsp. apple cider vinegar",pepper pistachio currant garlic couscous chickpea cumin web cinnamon vinegar
60,Instant Pot Beef and Sweet Potato Chili ,3.5,809.0,1583.0,35.0,45.0,16.14,120.0,"[['gyurko1234 from Pittsburgh, PA ', 2], ['chei from Originally from Mexico City. ', 5]]","6 garlic cloves, peeled, smashed 4 oz. bacon, finely chopped 3 Tbsp. harissa paste 1 lb. ground beef (20% fat) 4 cups homemade beef stock or low-sodium beef broth 1/2 lb. dried kidney beans 1 1/2 lb. sweet potatoes, peeled, finely chopped 2 medium red onions 2 tsp. ground cumin 1 tsp. smoked paprika Sour cream, cilantro, and finely grated cheddar cheese (for serving) An Instant Pot or pressure cooker 3 1/2 tsp. kosher salt, divided",wheat/gluten-free sweet potato/yam stock ground beef garlic onion instant pot bean cumin cheddar bacon paprika web chili cilantro sour cream
61,Oven Risotto with Crispy Roasted Mushrooms ,5.0,656.0,1089.0,36.0,22.0,14.270000000000001,50.0,"[['leenieloo from Mundeleien, IL ', 5], ['mariegrace from Minneapolis, MN ', 5], ['ctho from Sonoma County, CA ', 5], ['souricette from Montréal, Québec, Canada ', 5], ['firesprite from Oakland, CA ', 5], ['lavignej from Edgwater, MD ', 5], ['Ktln from San Diego, CA ', 5], ['CrosbyGrimm from St. Louis, MO ', 5], ['aynos from Van Isle, B.C., Canada ', 4], ['bala1954 from Pinehurst, NC ', 3], ['peggywhoknowsfood from Newtown, Pennsylvania  ', 5], ['wkwdeines from Colorado ', 5]]","1 cup arborio rice 1/2 tsp. freshly ground black pepper 1/2 cup dry vermouth or white wine 1/3 cup coarsely chopped parsley leaves 6 thyme sprigs 3 cups homemade chicken stock or low-sodium chicken broth, divided 1/2 tsp. finely grated lemon zest 1/4 cup plus 2 Tbsp. extra-virgin olive oil, plus more for drizzling 2 oz. finely grated Parmesan (about 1 cup) Lemon wedges (for serving) 1/4 tsp. crushed red pepper flakes 1 medium onion, finely chopped 3 garlic cloves, peeled, thinly sliced 1 3/4 tsp. (or more) kosher salt, divided 1 lb. mixed wild, shiitake, and/or crimini mushrooms, broken into pieces or sliced 1/4"" thick (about 4 cups) 2 Tbsp. cold unsalted butter, cut into pieces",wheat/gluten-free thyme parsley rice risotto vermouth stock parmesan butter garlic lemon onion mushroom web dinner italian wine winter
62,French Spiced Bread ,4.0,337.0,410.0,5.0,8.0,14.63,60.0,"[['sue99 from Ottawa, canada ', 5], ['frecklepup from Neuk, Scotland ', 2], ['geekstress from Kusadasi, Turkey ', 4], ['floraru from San Francisco, CA ', 5], ['rawesome from Mississauga, ON ', 4], ['cycling_sarah ', 5]]","1/2 cup whole almonds 2 tablespoons melted unsalted butter 2 cups honey 1/2 cup store-bought or homemade candied orange peel 2 teaspoons baking soda 3 cups all-purpose flour 1 tablespoon plus 1 teaspoon Reims N.39 spice mix 6 (3"") cinnamon sticks 2 large eggs 1 1/4 cups whole milk 1 tablespoon plus 1 teaspoon baking powder 1/2 cup dried apricots 3 star anise pods 1/2 cup dried plums 2 (9x5"") loaf pans 2 teaspoons kosher salt",dessert soy free small plates almond party web dried fruit bread french vegetarian ginger peanut free kid-friendly christmas bake cake kosher cinnamon pescatarian
63,Sunday Stash Marinara Sauce ,5.0,71.0,385.0,5.0,1.0,3.34,85.0,"[['allgloryisfleeting from Friday Harbor, WA ', 5], ['pcclaudia from Laval, QC ', 5], ['michellewandzilak@gmail.com from Charlotte NC ', 5]]","4 (28-oz.) cans whole peeled tomatoes 1 1/2 tsp. freshly ground black pepper, plus more 1/2 cup extra-virgin olive oil 4 tsp. kosher salt, plus more 2 Vidalia or other sweet onions, peeled, very coarsely chopped 6 garlic cloves, peeled 2 tsp. dried oregano",italian american kid-friendly small plates tomato oregano garlic onion web italian sunday stash sauce
64,Vegetarian Brown Rice Salad With Parsnips and Whipped Ricotta ,4.5,1040.0,1047.0,75.0,20.0,15.131,40.0,"[['jchahboune from Atlanta, GA ', 4], ['francoiscat from Seattle, WA ', 4], ['andreayung23 from Northern California ', 3], ['hannahmattina ', 5], ['hannahmattina from michigan ', 4], ['las243 from Wellington FL ', 5], ['cjfkirsch from Somerville, MA ', 5], ['a_warriner21 from Lexington, KY ', 5], ['blueberryshake from Brooklyn  ', 5], ['lindabw44 from Paradise Valley, AZ ', 5], ['twocat74 from Connecticut ', 5]]","3/4 cup plus 3 tablespoons olive oil, divided 2 teaspoons kosher salt, plus more, divided 2 heads Little Gem lettuce or baby romaine hearts, torn into bite-size pieces (about 6 cups) 1/2 cup whole parsley leaves 1 bunch (about 1 1/2 pounds) parsnips, peeled, cut into 1/4"" coins 1 1/2 cups whole-milk ricotta 1 garlic clove, smashed 1/4 teaspoon freshly ground black pepper 1/2 cup blanched hazelnuts 4 sprigs rosemary 1/4 teaspoon cayenne pepper 2 teaspoons white wine vinegar 3/4 cup short-grain brown rice 1 teaspoon honey 2 large oranges, divided","ricotta wheat/gluten-free lettuce parsley rice parsnip orange hazelnut vegetarian no meat, no problem web dinner"
65,Vegetarian Three-Bean Chili ,4.5,496.0,1497.0,11.0,26.0,3.0,30.0,"[['mark87889450 from Miller Place, NY ', 4], ['runjenn from Charlotte, NC ', 5], ['shar_griffi from Hampad,NC ', 5]]","1 (15-ounce) can pinto beans, rinsed, drained 1 teaspoon dried oregano 1/4 teaspoon (or more) freshly ground black pepper A deep-fry thermometer 2 tablespoons vegetable oil, plus more for frying (about 2 cups) 1 1/2 teaspoons ground cumin 1 (15-ounce) can red kidney beans, rinsed, drained 1 (15-ounce) can black beans, rinsed, drained 2 (5–6"") corn tortillas, sliced into 1/4""-wide strips 1 (15-ounce) can puréed tomatoes or tomato sauce 3/4 teaspoon kosher salt, plus more 1/2 teaspoon garlic powder Sliced pickled jalapeños (for serving; optional) 1 teaspoon chili powder 3 cups low-sodium vegetable broth 3/4 cup mild or medium chunky corn and tomato salsa (not corn and black bean salsa, which usually has a puréed bean base)",tortillas vegan quick and healthy tomato quick & easy vegetarian oregano jalapeño dinner cumin web bean chili salsa
66,Sheet-Pan Chicken with Tomatoes and Mozzarella ,4.0,470.0,989.0,34.0,28.0,6.579,35.0,"[['Annegioiosa  from Washington  ', 5], ['snoogerbot from Vancouver WA ', 4], ['debsart from New York ', 5], ['jtf2 from Los Angeles ', 3], ['annape ', 5], ['jlott1 from SC ', 4], ['marstudio from San Francisco, CA ', 4], ['paul_10 from UK ', 3], ['hannahnoll06103 from Minnetonka, MN  ', 5]]","1 tsp. white balsamic or white wine vinegar 1/2 small red onion, thinly sliced into rounds 4 pieces thin-sliced skinless, boneless chicken breast, or 2 skinless, boneless chicken breasts (about 1 lb.) 1/2 cup peperoncini (about 3 oz.), thinly sliced crosswise 10 oz. fresh mozzarella, thinly sliced into rounds 3 pints grape tomatoes, halved 1/4 cup extra-virgin olive oil 1 tsp. freshly ground black pepper 2 tsp. kosher salt, divided 2 garlic cloves, thinly sliced 1 Tbsp. plus 1 tsp. dried oregano",wheat/gluten-free kid-friendly summer small plates back to school tomato one-pot meal oregano garlic fall onion quick & easy sheet-pan dinner web mozzarella chicken vinegar
